"book_id","title","author_id","genre","published_year"
546,"Of Bones and Butterflies 366",66,"Fantasy",2024
547,"Fragments of Tomorrow 367",67,"Science Fiction",2023
548,"The Shadow on Bellamy 368",58,"Thriller",2022
549,"A Song for Henrietta 369",49,"Romance",2021
550,"The Iron Ferry 370",310,"Historical Fiction",2025
551,"Orchids of Northern Sky 371",111,"Fantasy",2023
552,"The Last Archive 372",512,"Science Fiction",2024
553,"Call from the Pier 373",113,"Thriller",2025
554,"Tea Merchant’s Daughter 374",314,"Romance",2022
555,"Siege of Alderbridge 375",115,"Historical Fiction",2021
556,"Raven and the Rose 376",116,"Fantasy",2024
557,"Neon Promises 377",117,"Science Fiction",2023
558,"Case of Silent Phone 378",518,"Thriller",2022
559,"Beneath a Paper Moon 379",119,"Romance",2021
560,"Letters from Citadel 380",230,"Historical Fiction",2025
561,"Gilded Orchard 381",121,"Fantasy",2023
562,"Signal Thief 382",222,"Science Fiction",2024
563,"Lockbox at 27 383",423,"Thriller",2025
564,"A Table for Spring 384",224,"Romance",2022
565,"Guild of Quiet Hands 385",225,"Historical Fiction",2021
566,"The Ivory Key 386",126,"Fantasy",2024
567,"The Paperbound King",6,"Fantasy",2024
568,"The Distributed Colony",7,"Science Fiction",2023
569,"The Mysterious Neighbor",8,"Thriller",2022
570,"Sweetbread and Lavender",9,"Romance",2021
571,"The Court of New Dawn",10,"Historical Fiction",2025
572,"The Harbor of Quiet Men",11,"Fantasy",2023
573,"The Synthetic Orchard",12,"Science Fiction",2024
574,"The Last Affidavit",13,"Thriller",2025
575,"The Violet Quilt",14,"Romance",2022
576,"Soldiers by the Sea",15,"Historical Fiction",2021
577,"The Lantern and the Lynx",16,"Fantasy",2024
578,"The Ghost in Sector Nine",17,"Science Fiction",2023
579,"The Door on Fairview",18,"Thriller",2022
580,"Letters from the Old Orchard",19,"Romance",2021
581,"The Coronets of Evershall",20,"Historical Fiction",2025
582,"The Willow and the Wolf",21,"Fantasy",2023
583,"Remnants of the Network",22,"Science Fiction",2024
584,"The Quiet Case",23,"Thriller",2022
585,"A Promise in July",24,"Romance",2021
586,"The Wheel at Brackenford",25,"Historical Fiction",2025
587,"The Homing Bird",26,"Fantasy",2024
588,"The Outpost at Meridian",27,"Science Fiction",2023
589,"The Shadow in Suite 14",28,"Thriller",2022
590,"The Lantern Bride",29,"Romance",2021
591,"The Chronicles of Old Tarrin",30,"Historical Fiction",2025
592,"The Nightingales Map",1,"Fantasy",2023
593,"Signals Without Shore",2,"Science Fiction",2024
594,"A Whisper from the Vault",3,"Thriller",2025
595,"A Table for Autumn",4,"Romance",2022
596,"The Harbourmasters Code",5,"Historical Fiction",2021
597,"The Girl with Paper Wings",6,"Fantasy",2024
598,"Voyage of the Red Comet",7,"Science Fiction",2023
599,"The Night Clerk",8,"Thriller",2022
600,"The Siege of Greyport",10,"Historical Fiction",2025
601,"The Clockwork Sparrow",11,"Fantasy",2023
602,"The Atlas of Lost Sunsets",12,"Science Fiction",2024
603,"The Clue under the Stairs",13,"Thriller",2025
604,"A Winter at Hawthorn",14,"Romance",2022
605,"Banner of the Old Coast",15,"Historical Fiction",2021
606,"The Gossamer Throne",16,"Fantasy",2024
607,"Across the Silent Expanse",17,"Science Fiction",2023
608,"The Case of the Paper Rose",18,"Thriller",2022
609,"Tunes for a Lonely Room",19,"Romance",2021
610,"The Paladins Story",20,"Historical Fiction",2025
611,"The Orchard of Stolen Stars",21,"Fantasy",2023
612,"The Relay at Westgate",22,"Science Fiction",2024
613,"Riddles in the Dark",23,"Thriller",2025
614,"The Song of Two Letters",24,"Romance",2022
615,"The Fall of Redwyne Keep",25,"Historical Fiction",2021
616,"The Jade Compass",26,"Fantasy",2024
617,"The Last Signal",27,"Science Fiction",2023
618,"The Man on the Balcony",28,"Thriller",2022
619,"A Kiss at Dawn",29,"Romance",2021
620,"The Merchants Register",30,"Historical Fiction",2025
621,"A Crown of Paper",1,"Fantasy",2023
622,"The Orbiting Garden",2,"Science Fiction",2024
623,"The Case of the Vanished Key",3,"Thriller",2022
624,"The Tea House on Elm Street",4,"Romance",2021
625,"The Bells of Northwatch",5,"Historical Fiction",2025
626,"The Nightingale and the King",6,"Fantasy",2024
627,"The Farthest Beacon",7,"Science Fiction",2023
628,"The Shadow Card",8,"Thriller",2022
629,"A Letter in June",9,"Romance",2021
630,"The Fall of Westbridge",10,"Historical Fiction",2025
